FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,2017,2018,2019,2020,2021,2022,2023,2024
A,Annual,LSO,Lesotho,FAO_CAHD_7008,Cost of animal source foods,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,7.72,,,
A,Annual,LSO,Lesotho,FAO_CAHD_7009,"Cost of legumes, nuts and seeds",PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.49,,,
A,Annual,LSO,Lesotho,FAO_CAHD_7009,"Cost of legumes, nuts and seeds",XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,2.84,,,
A,Annual,LSO,Lesotho,FAO_CAHD_7010,Cost of vegetables,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.96,,,
A,Annual,LSO,Lesotho,FAO_CAHD_7010,Cost of vegetables,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,5.61,,,
A,Annual,LSO,Lesotho,FAO_CAHD_7011,Cost of fruits,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.64,,,
A,Annual,LSO,Lesotho,FAO_CAHD_7011,Cost of fruits,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,3.71,,,
A,Annual,LSO,Lesotho,FAO_CAHD_7012,Cost of oils and fats,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.32,,,
A,Annual,LSO,Lesotho,FAO_CAHD_7012,Cost of oils and fats,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,1.88,,,
A,Annual,LTU,Lithuania,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.85,2.87,3.04,3.07,3.12,3.66,3.97,4.03
A,Annual,LTU,Lithuania,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,1.41,1.43,1.47,1.51,1.55,1.95,2.24,2.23
A,Annual,LTU,Lithuania,FAO_CAHD_7005,Percentage of the population unable to afford a healthy diet (percent),PT,Percentage,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,21.3,16.7,13.1,8.8,8.9,8.9,8.9,8.2
A,Annual,LTU,Lithuania,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),PS,Persons,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),6,Millions,A,Normal value,PU,Public,0.6,0.5,0.4,0.2,0.2,0.3,0.3,0.2
A,Annual,LTU,Lithuania,FAO_CAHD_7007,Cost of starchy staples,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.41,,,
A,Annual,LTU,Lithuania,FAO_CAHD_7007,Cost of starchy staples,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.21,,,
A,Annual,LTU,Lithuania,FAO_CAHD_7008,Cost of animal source foods,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.78,,,
A,Annual,LTU,Lithuania,FAO_CAHD_7008,Cost of animal source foods,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.39,,,
A,Annual,LTU,Lithuania,FAO_CAHD_7009,"Cost of legumes, nuts and seeds",PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.35,,,
A,Annual,LTU,Lithuania,FAO_CAHD_7009,"Cost of legumes, nuts and seeds",XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.17,,,
A,Annual,LTU,Lithuania,FAO_CAHD_7010,Cost of vegetables,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.88,,,
A,Annual,LTU,Lithuania,FAO_CAHD_7010,Cost of vegetables,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.43,,,
A,Annual,LTU,Lithuania,FAO_CAHD_7011,Cost of fruits,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.61,,,
A,Annual,LTU,Lithuania,FAO_CAHD_7011,Cost of fruits,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.3,,,
A,Annual,LTU,Lithuania,FAO_CAHD_7012,Cost of oils and fats,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.09,,,
A,Annual,LTU,Lithuania,FAO_CAHD_7012,Cost of oils and fats,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.04,,,
A,Annual,LUX,Luxembourg,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.46,2.59,2.62,2.62,2.65,2.95,3.27,3.37
A,Annual,LUX,Luxembourg,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.37,2.43,2.46,2.53,2.55,2.73,3.01,3.08
A,Annual,LUX,Luxembourg,FAO_CAHD_7005,Percentage of the population unable to afford a healthy diet (percent),PT,Percentage,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.6,2.1,1.2,0.6,1.9,1.9,2.3,2.3
A,Annual,LUX,Luxembourg,FAO_CAHD_7007,Cost of starchy staples,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.26,,,
A,Annual,LUX,Luxembourg,FAO_CAHD_7007,Cost of starchy staples,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.25,,,
A,Annual,LUX,Luxembourg,FAO_CAHD_7008,Cost of animal source foods,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.53,,,
A,Annual,LUX,Luxembourg,FAO_CAHD_7008,Cost of animal source foods,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.51,,,
A,Annual,LUX,Luxembourg,FAO_CAHD_7009,"Cost of legumes, nuts and seeds",PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.32,,,
A,Annual,LUX,Luxembourg,FAO_CAHD_7009,"Cost of legumes, nuts and seeds",XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.31,,,
A,Annual,LUX,Luxembourg,FAO_CAHD_7010,Cost of vegetables,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.72,,,
A,Annual,LUX,Luxembourg,FAO_CAHD_7010,Cost of vegetables,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.69,,,
A,Annual,LUX,Luxembourg,FAO_CAHD_7011,Cost of fruits,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.76,,,
A,Annual,LUX,Luxembourg,FAO_CAHD_7011,Cost of fruits,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.73,,,
A,Annual,LUX,Luxembourg,FAO_CAHD_7012,Cost of oils and fats,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.06,,,
A,Annual,LUX,Luxembourg,FAO_CAHD_7012,Cost of oils and fats,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.06,,,
A,Annual,LVA,Latvia,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.04,3.03,3.19,3.28,3.55,4.13,4.51,4.72
A,Annual,LVA,Latvia,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,1.71,1.72,1.77,1.81,1.85,2.24,2.55,2.62
A,Annual,LVA,Latvia,FAO_CAHD_7005,Percentage of the population unable to afford a healthy diet (percent),PT,Percentage,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,27.1,21.4,17.9,16.8,14.2,12.1,12.1,11.6
A,Annual,LVA,Latvia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),PS,Persons,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),6,Millions,A,Normal value,PU,Public,0.5,0.4,0.3,0.3,0.3,0.2,0.2,0.2
A,Annual,LVA,Latvia,FAO_CAHD_7007,Cost of starchy staples,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.48,,,
A,Annual,LVA,Latvia,FAO_CAHD_7007,Cost of starchy staples,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.25,,,
A,Annual,LVA,Latvia,FAO_CAHD_7008,Cost of animal source foods,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.92,,,
A,Annual,LVA,Latvia,FAO_CAHD_7008,Cost of animal source foods,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.48,,,
A,Annual,LVA,Latvia,FAO_CAHD_7009,"Cost of legumes, nuts and seeds",PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.36,,,
A,Annual,LVA,Latvia,FAO_CAHD_7009,"Cost of legumes, nuts and seeds",XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.19,,,
A,Annual,LVA,Latvia,FAO_CAHD_7010,Cost of vegetables,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.85,,,
A,Annual,LVA,Latvia,FAO_CAHD_7010,Cost of vegetables,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.44,,,
A,Annual,LVA,Latvia,FAO_CAHD_7011,Cost of fruits,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.81,,,
A,Annual,LVA,Latvia,FAO_CAHD_7011,Cost of fruits,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.42,,,
A,Annual,LVA,Latvia,FAO_CAHD_7012,Cost of oils and fats,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.13,,,
A,Annual,LVA,Latvia,FAO_CAHD_7012,Cost of oils and fats,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.07,,,
A,Annual,MAR,Morocco,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.63,2.5,2.47,2.47,2.76,3.11,3.45,3.54
A,Annual,MAR,Morocco,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,11.17,11.27,11.13,11.23,11.29,12.56,14.19,14.28
A,Annual,MAR,Morocco,FAO_CAHD_7005,Percentage of the population unable to afford a healthy diet (percent),PT,Percentage,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,13.2,12.5,11.9,14.0,12.2,12.9,14.0,13.6
A,Annual,MAR,Morocco,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),PS,Persons,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),6,Millions,A,Normal value,PU,Public,4.7,4.5,4.3,5.1,4.5,4.8,5.3,5.2
A,Annual,MAR,Morocco,FAO_CAHD_7007,Cost of starchy staples,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.47,,,
A,Annual,MAR,Morocco,FAO_CAHD_7007,Cost of starchy staples,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,1.91,,,
A,Annual,MAR,Morocco,FAO_CAHD_7008,Cost of animal source foods,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.82,,,
A,Annual,MAR,Morocco,FAO_CAHD_7008,Cost of animal source foods,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,3.36,,,
A,Annual,MAR,Morocco,FAO_CAHD_7009,"Cost of legumes, nuts and seeds",PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.38,,,
A,Annual,MAR,Morocco,FAO_CAHD_7009,"Cost of legumes, nuts and seeds",XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,1.56,,,
A,Annual,MAR,Morocco,FAO_CAHD_7010,Cost of vegetables,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.52,,,
A,Annual,MAR,Morocco,FAO_CAHD_7010,Cost of vegetables,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,2.12,,,
A,Annual,MAR,Morocco,FAO_CAHD_7011,Cost of fruits,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.45,,,
A,Annual,MAR,Morocco,FAO_CAHD_7011,Cost of fruits,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,1.83,,,
A,Annual,MAR,Morocco,FAO_CAHD_7012,Cost of oils and fats,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.13,,,
A,Annual,MAR,Morocco,FAO_CAHD_7012,Cost of oils and fats,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.52,,,
A,Annual,MDA,Moldova,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2.34,2.47,2.65,2.9,3.08,3.42,3.56,3.69
A,Annual,MDA,Moldova,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,14.91,15.72,16.94,18.22,19.49,25.82,29.31,30.84
A,Annual,MDA,Moldova,FAO_CAHD_7005,Percentage of the population unable to afford a healthy diet (percent),PT,Percentage,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,10.9,8.9,9.4,14.3,10.2,12.1,10.7,9.2
A,Annual,MDA,Moldova,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),PS,Persons,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),6,Millions,A,Normal value,PU,Public,0.3,0.3,0.3,0.4,0.3,0.4,0.3,0.3
A,Annual,MDA,Moldova,FAO_CAHD_7007,Cost of starchy staples,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.59,,,
A,Annual,MDA,Moldova,FAO_CAHD_7007,Cost of starchy staples,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,3.75,,,
A,Annual,MDA,Moldova,FAO_CAHD_7008,Cost of animal source foods,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.84,,,
A,Annual,MDA,Moldova,FAO_CAHD_7008,Cost of animal source foods,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,5.29,,,
A,Annual,MDA,Moldova,FAO_CAHD_7009,"Cost of legumes, nuts and seeds",PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.23,,,
A,Annual,MDA,Moldova,FAO_CAHD_7009,"Cost of legumes, nuts and seeds",XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,1.44,,,
A,Annual,MDA,Moldova,FAO_CAHD_7010,Cost of vegetables,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.44,,,
A,Annual,MDA,Moldova,FAO_CAHD_7010,Cost of vegetables,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,2.82,,,
A,Annual,MDA,Moldova,FAO_CAHD_7011,Cost of fruits,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.81,,,
A,Annual,MDA,Moldova,FAO_CAHD_7011,Cost of fruits,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,5.1,,,
A,Annual,MDA,Moldova,FAO_CAHD_7012,Cost of oils and fats,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.17,,,
A,Annual,MDA,Moldova,FAO_CAHD_7012,Cost of oils and fats,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,1.1,,,
A,Annual,MDG,Madagascar,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.08,3.18,3.21,3.2,3.34,3.65,3.87,3.96
A,Annual,MDG,Madagascar,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,2914.71,3230.83,3386.48,3515.45,3776.57,4134.53,4633.92,4946.26
A,Annual,MDG,Madagascar,FAO_CAHD_7005,Percentage of the population unable to afford a healthy diet (percent),PT,Percentage,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,93.0,93.2,92.9,94.0,93.8,93.8,93.9,93.6
A,Annual,MDG,Madagascar,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),PS,Persons,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),6,Millions,A,Normal value,PU,Public,24.9,25.6,26.2,27.2,27.9,28.6,29.3,29.9
A,Annual,MDG,Madagascar,FAO_CAHD_7007,Cost of starchy staples,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.6,,,
A,Annual,MDG,Madagascar,FAO_CAHD_7007,Cost of starchy staples,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,682.79,,,
A,Annual,MDG,Madagascar,FAO_CAHD_7008,Cost of animal source foods,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,1.27,,,
A,Annual,MDG,Madagascar,FAO_CAHD_7008,Cost of animal source foods,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,1432.65,,,
A,Annual,MDG,Madagascar,FAO_CAHD_7009,"Cost of legumes, nuts and seeds",PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.35,,,
A,Annual,MDG,Madagascar,FAO_CAHD_7009,"Cost of legumes, nuts and seeds",XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,401.0,,,
A,Annual,MDG,Madagascar,FAO_CAHD_7010,Cost of vegetables,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.41,,,
A,Annual,MDG,Madagascar,FAO_CAHD_7010,Cost of vegetables,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,465.46,,,
A,Annual,MDG,Madagascar,FAO_CAHD_7011,Cost of fruits,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.43,,,
A,Annual,MDG,Madagascar,FAO_CAHD_7011,Cost of fruits,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,491.07,,,
A,Annual,MDG,Madagascar,FAO_CAHD_7012,Cost of oils and fats,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.27,,,
A,Annual,MDG,Madagascar,FAO_CAHD_7012,Cost of oils and fats,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,303.6,,,
A,Annual,MDV,Maldives,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,3.36,3.34,3.28,3.33,3.39,3.74,4.01,4.3
A,Annual,MDV,Maldives,FAO_CAHD_7004,Cost of a healthy diet (PPP dollar per person per day),XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,33.81,33.44,33.18,34.09,34.71,36.31,38.46,40.69
A,Annual,MDV,Maldives,FAO_CAHD_7005,Percentage of the population unable to afford a healthy diet (percent),PT,Percentage,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,4.7,3.2,2.0,8.0,2.7,1.5,1.3,1.1
A,Annual,MDV,Maldives,FAO_CAHD_7007,Cost of starchy staples,PPP_PS_D,PPP dollars per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,0.15,,,
A,Annual,MDV,Maldives,FAO_CAHD_7007,Cost of starchy staples,XDC_PS_D,Domestic currency per person per day,FAO_CAHD,Cost and Affordability of a Healthy Diet (CoAHD),0,Units,A,Normal value,PU,Public,,,,,1.57,,,
